root_id,flow,super_class,cell_class,cell_sub_class,cell_type,hemibrain_type,side,nerve,top_nt
720575940610284441,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_17,,left,CV,acetylcholine
720575940639623795,afferent,ascending,AN,AN_multi,AN_multi_18,,left,CV,acetylcholine
720575940611832490,afferent,ascending,AN,AN_GNG,AN_GNG_183,,left,CV,acetylcholine
720575940632996920,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_22,,left,CV,acetylcholine
720575940628894251,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_3,,left,CV,gaba
720575940610033394,afferent,ascending,AN,,,,left,CV,acetylcholine
720575940623368375,afferent,ascending,AN,AN_AVLP,AN_AVLP_46,,left,CV,acetylcholine
720575940620122503,afferent,ascending,AN,AN_multi,AN_multi_96,,left,CV,acetylcholine
720575940610148505,afferent,ascending,AN,AN_AVLP,AN_AVLP_39,,left,CV,glutamate
720575940625969351,afferent,ascending,AN,AN_GNG,AN_GNG_32,,left,CV,acetylcholine
720575940641702304,afferent,ascending,AN,AN_GNG,AN_GNG_42,,left,CV,acetylcholine
720575940610200217,afferent,ascending,AN,AN_GNG,AN_GNG_8,,left,CV,acetylcholine
720575940610264490,afferent,ascending,AN,AN_multi,AN_GNG_SAD33,,left,CV,gaba
720575940623776743,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_19,,left,CV,acetylcholine
720575940610821654,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_19,,left,CV,acetylcholine
720575940611427697,afferent,ascending,AN,AN_AVLP,AN_AVLP_53,,left,CV,acetylcholine
720575940629561400,afferent,ascending,AN,AN_AVLP,AN_AVLP_48,,right,CV,acetylcholine
720575940628710555,afferent,ascending,AN,AN_AMMC_SAD,AN_AMMC_SAD_1,,left,CV,glutamate
720575940625176957,afferent,ascending,AN,AN_GNG,AN_GNG_22,,left,CV,acetylcholine
720575940621106977,afferent,ascending,AN,AN_AVLP,AN_AVLP_30,,left,CV,gaba
720575940605916640,afferent,ascending,AN,AN_multi,AN_multi_101,,left,CV,acetylcholine
720575940627606394,afferent,ascending,AN,AN_GNG,AN_GNG_172,,left,CV,acetylcholine
720575940612281086,afferent,ascending,AN,AN_GNG,AN_GNG_175,,left,CV,acetylcholine
720575940606525058,afferent,ascending,AN,AN_AVLP,AN_AVLP_28,,left,CV,acetylcholine
720575940612335102,afferent,ascending,AN,AN_AVLP,AN_AVLP_42,,left,CV,acetylcholine
720575940632223457,afferent,ascending,AN,AN_GNG,AN_GNG_179,,left,CV,acetylcholine
720575940620539563,afferent,ascending,AN,AN_SPS_IPS,AN_SPS_IPS_5,,left,CV,acetylcholine
720575940612713322,afferent,ascending,AN,AN_GNG,AN_GNG_188,,left,CV,gaba
720575940614990486,afferent,ascending,AN,AN_GNG,AN_GNG_6,,left,CV,acetylcholine
720575940615394527,afferent,ascending,AN,AN_multi,AN_multi_98,,left,CV,acetylcholine
720575940616348480,afferent,ascending,AN,AN_GNG,AN_GNG_95,,left,CV,acetylcholine
720575940617992000,afferent,ascending,AN,AN_GNG,AN_GNG_149,,left,CV,acetylcholine
720575940639696499,afferent,ascending,AN,,,,left,CV,acetylcholine
720575940619145045,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_4,,left,CV,acetylcholine
720575940613403378,afferent,ascending,AN,AN_multi,AN_multi_7,,left,CV,acetylcholine
720575940623147802,afferent,ascending,AN,AN_multi,AN_multi_91,,left,CV,acetylcholine
720575940612599215,afferent,ascending,AN,AN_LH_AVLP,AN_LH_AVLP_1,,left,CV,acetylcholine
720575940613598514,afferent,ascending,AN,AN_GNG,AN_GNG_197,,left,CV,gaba
720575940633206831,afferent,ascending,AN,AN_GNG,AN_GNG_164,,left,CV,acetylcholine
720575940636812772,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_15,,left,CV,acetylcholine
720575940630598671,afferent,ascending,AN,AN_GNG,AN_GNG_147,,left,CV,acetylcholine
720575940623685193,afferent,ascending,AN,AN_AVLP,AN_AVLP_33,,left,CV,acetylcholine
720575940617716566,afferent,ascending,AN,AN_GNG_AMMC,AN_GNG_AMMC_2,,left,CV,gaba
720575940612018545,afferent,ascending,AN,AN_multi,AN_multi_102,,left,CV,acetylcholine
720575940628347471,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_32,,left,CV,acetylcholine
720575940620122561,afferent,ascending,AN,AN_AVLP,AN_AMMC_SAD_2,,left,CV,gaba
720575940625161530,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_21,,left,CV,acetylcholine
720575940651689206,afferent,ascending,AN,AN_GNG_AVLP,AN_GNG_AVLP_1,,left,CV,acetylcholine
720575940620181825,afferent,ascending,AN,AN_multi,AN_multi_94,,left,CV,gaba
720575940632875746,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_6,,left,CV,acetylcholine
720575940631295703,afferent,ascending,AN,AN_GNG,AN_GNG_190,,left,CV,gaba
720575940631240403,afferent,ascending,AN,AN_AVLP,AN_AVLP_54,,left,CV,acetylcholine
720575940627734293,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_4,,left,CV,acetylcholine
720575940615660033,afferent,ascending,AN,AN_GNG,AN_GNG_192,,left,CV,glutamate
720575940619273398,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_2,,left,CV,gaba
720575940626444051,afferent,ascending,AN,AN_GNG_FLA,AN_GNG_FLA_1,,left,CV,gaba
720575940632958253,afferent,ascending,AN,AN_multi,AN_multi_127,,left,CV,acetylcholine
720575940606635186,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_32,,left,CV,acetylcholine
720575940619048315,afferent,ascending,AN,AN_multi,AN_multi_113,,left,CV,acetylcholine
720575940634557594,afferent,ascending,AN,AN_GNG,AN_GNG_116,,left,CV,serotonin
720575940629850105,afferent,ascending,AN,AN_AVLP,AN_AVLP_23,,left,CV,acetylcholine
720575940630513060,afferent,ascending,AN,,,,left,CV,acetylcholine
720575940615689634,afferent,ascending,AN,AN_GNG,AN_FLA_VES_2,,left,CV,acetylcholine
720575940612195495,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_1,,left,CV,acetylcholine
720575940631372088,afferent,ascending,AN,AN_IPS_GNG,AN_IPS_GNG_7,,left,CV,acetylcholine
720575940616169787,afferent,ascending,AN,AN_AVLP,AN_AVLP_51,,left,CV,acetylcholine
720575940617641301,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940627377285,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_11,,left,CV,acetylcholine
720575940621406090,afferent,ascending,AN,AN_GNG,AN_GNG_102,,left,CV,serotonin
720575940621201092,afferent,ascending,AN,,,,left,CV,serotonin
720575940620079440,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_12,,left,CV,acetylcholine
720575940654222241,afferent,ascending,AN,AN_IPS_LAL,AN_IPS_LAL_1,,left,CV,acetylcholine
720575940618083749,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940605811657,afferent,ascending,AN,AN_GNG,AN_GNG_166,,left,CV,acetylcholine
720575940608969938,afferent,ascending,AN,,,,left,CV,gaba
720575940622002086,afferent,ascending,AN,AN_GNG,AN_GNG_4,,left,CV,acetylcholine
720575940621970445,afferent,ascending,AN,AN_AVLP,AN_AVLP_50,,left,CV,acetylcholine
720575940628975107,afferent,ascending,AN,AN_GNG_FLA,AN_GNG_FLA_6,,left,CV,gaba
720575940608958788,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_14,,left,CV,gaba
720575940626044418,afferent,ascending,AN,AN_multi,AN_multi_9,,left,CV,acetylcholine
720575940633185676,afferent,ascending,AN,AN_GNG,AN_GNG_134,,left,CV,acetylcholine
720575940633157919,afferent,ascending,AN,AN_multi,AN_multi_12,,left,CV,glutamate
720575940613527021,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_9,,left,CV,glutamate
720575940616195467,afferent,ascending,AN,AN_GNG,AN_GNG_94,,left,CV,acetylcholine
720575940628361554,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_4,,left,CV,acetylcholine
720575940659379073,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_33,,left,CV,gaba
720575940627699599,afferent,ascending,AN,AN_multi,AN_multi_119,,left,CV,acetylcholine
720575940618422875,afferent,ascending,AN,AN_GNG,AN_GNG_155,,left,CV,gaba
720575940604091308,afferent,ascending,AN,AN_GNG_FLA,AN_GNG_AVLP_1,,left,CV,acetylcholine
720575940650875769,afferent,ascending,AN,AN_GNG,AN_GNG_175,,left,CV,glutamate
720575940618556142,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,serotonin
720575940624339996,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940619657972,afferent,ascending,AN,AN_GNG,AN_GNG_15,,left,CV,acetylcholine
720575940622259811,afferent,ascending,AN,AN_GNG_PRW,AN_GNG_LAL_1,,left,CV,acetylcholine
720575940618608110,afferent,ascending,AN,AN_GNG,AN_GNG_48,,left,CV,acetylcholine
720575940629725033,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_16,,left,CV,gaba
720575940617422941,afferent,ascending,AN,AN_GNG,AN_GNG_120,,left,CV,glutamate
720575940618699841,afferent,ascending,AN,AN_GNG,AN_GNG_172,,left,CV,acetylcholine
720575940631262252,afferent,ascending,AN,AN_multi,AN_multi_41,,left,CV,gaba
720575940618899041,afferent,ascending,AN,AN_AVLP,AN_AVLP_53,,left,CV,acetylcholine
720575940612373362,afferent,ascending,AN,AN_GNG,AN_GNG_148,,left,CV,acetylcholine
720575940629439043,afferent,ascending,AN,AN_SPS_IPS,AN_SPS_IPS_3,,left,CV,acetylcholine
720575940619079152,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_14,,left,CV,acetylcholine
720575940639652678,afferent,ascending,AN,AN_GNG,AN_GNG_178,,left,CV,gaba
720575940630424407,afferent,ascending,AN,AN_GNG,AN_GNG_53,,left,CV,acetylcholine
720575940622510323,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940640177280,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_14,,left,CV,gaba
720575940619241456,afferent,ascending,AN,AN_SPS_IPS,AN_SPS_IPS_2,,left,CV,acetylcholine
720575940633764247,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_5,,left,CV,serotonin
720575940633292769,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_26,,right,CV,octopamine
720575940629921835,afferent,ascending,AN,AN_GNG,AN_GNG_164,,left,CV,acetylcholine
720575940639606747,afferent,ascending,AN,AN_GNG,AN_GNG_100,,left,CV,gaba
720575940614633122,afferent,ascending,AN,AN_AVLP_PVLP,AN_AVLP_PVLP_5,hb1197455013,left,CV,acetylcholine
720575940619657989,afferent,ascending,AN,AN_GNG,AN_GNG_17,,left,CV,serotonin
720575940639429504,afferent,ascending,AN,AN_multi,AN_multi_115,,left,CV,acetylcholine
720575940622025989,afferent,ascending,AN,AN_GNG,AN_GNG_173,,left,CV,acetylcholine
720575940612422654,afferent,ascending,AN,AN_AVLP,AN_AVLP_40,,left,CV,acetylcholine
720575940619767073,afferent,ascending,AN,,,,left,CV,acetylcholine
720575940619781914,afferent,ascending,AN,AN_GNG,AN_GNG_90,,left,CV,serotonin
720575940604843710,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_20,,left,CV,gaba
720575940617378843,afferent,ascending,AN,AN_GNG,AN_GNG_182,,left,CV,acetylcholine
720575940633209996,afferent,ascending,AN,AN_AVLP,AN_AVLP_43,,left,CV,acetylcholine
720575940623747984,afferent,ascending,AN,AN_IPS_GNG,AN_IPS_GNG_7,,left,CV,acetylcholine
720575940629449027,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_7,,left,CV,acetylcholine
720575940644733988,afferent,ascending,AN,AN_IPS_SPS,AN_IPS_SPS_1,,left,CV,acetylcholine
720575940620189004,afferent,ascending,AN,AN_GNG,AN_GNG_36,,left,CV,acetylcholine
720575940620205900,afferent,ascending,AN,AN_GNG,AN_GNG_55,,left,CV,acetylcholine
720575940620228428,afferent,ascending,AN,AN_AVLP_SAD,AN_AVLP_SAD_5,,left,CV,acetylcholine
720575940636674190,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_2,,left,CV,acetylcholine
720575940620257750,afferent,ascending,AN,AN_AVLP,AN_AVLP_51,,left,CV,acetylcholine
720575940619066881,afferent,ascending,AN,,,,left,CV,gaba
720575940630137655,afferent,ascending,AN,AN_multi,AN_multi_120,,left,CV,acetylcholine
720575940620303830,afferent,ascending,AN,AN_GNG,AN_GNG_200,,left,CV,gaba
720575940630404311,afferent,ascending,AN,AN_GNG,AN_GNG_79,,left,CV,acetylcholine
720575940650882937,afferent,ascending,AN,AN_GNG,AN_GNG_193,,left,CV,glutamate
720575940620015787,afferent,ascending,AN,AN_GNG,AN_GNG_158,,left,CV,glutamate
720575940632466643,afferent,ascending,AN,AN_GNG,AN_GNG_86,,left,CV,acetylcholine
720575940627754496,afferent,ascending,AN,AN_GNG,AN_GNG_140,,left,CV,serotonin
720575940624471683,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_10,,left,CV,acetylcholine
720575940628030972,afferent,ascending,AN,,,,left,CV,gaba
720575940619891591,afferent,ascending,AN,AN_multi,AN_multi_33,,left,CV,gaba
720575940635968319,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_25,,left,CV,acetylcholine
720575940611444633,afferent,ascending,AN,AN_AVLP,AN_AVLP_53,,left,CV,acetylcholine
720575940610624682,afferent,ascending,AN,AN_AVLP,AN_AVLP_5,,left,CV,gaba
720575940640281653,afferent,ascending,AN,AN_SPS_GNG,AN_SPS_GNG_1,,left,CV,acetylcholine
720575940617953241,afferent,ascending,AN,AN_GNG,AN_GNG_29,,left,CV,gaba
720575940623934600,afferent,ascending,AN,AN_GNG,AN_GNG_65,,left,CV,gaba
720575940610039219,afferent,ascending,AN,AN_AVLP,AN_AVLP_46,,left,CV,acetylcholine
720575940615040662,afferent,ascending,AN,AN_GNG,AN_GNG_193,,left,CV,glutamate
720575940627137223,afferent,ascending,AN,AN_AVLP,AN_AVLP_41,,left,CV,acetylcholine
720575940639190205,afferent,ascending,AN,AN_GNG,AN_GNG_56,,left,CV,glutamate
720575940615964614,afferent,ascending,AN,AN_multi,AN_multi_100,,left,CV,gaba
720575940623222185,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_23,,left,CV,gaba
720575940611562393,afferent,ascending,AN,AN_multi,AN_multi_29,,left,CV,acetylcholine
720575940634138743,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_12,,left,CV,acetylcholine
720575940644751908,afferent,ascending,AN,AN_GNG,AN_GNG_85,,left,CV,acetylcholine
720575940621978109,afferent,ascending,AN,AN_GNG,AN_GNG_191,,left,CV,serotonin
720575940621978365,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940621590237,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_7,,left,CV,gaba
720575940614784710,afferent,ascending,AN,AN_multi,AN_multi_48,,left,CV,glutamate
720575940616414859,afferent,ascending,AN,AN_multi,AN_multi_10,,left,CV,acetylcholine
720575940639140341,afferent,ascending,AN,AN_VES_GNG,AN_VES_GNG_2,,left,CV,gaba
720575940630456028,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_19,,left,CV,acetylcholine
720575940615669826,afferent,ascending,AN,AN_VES_GNG,AN_VES_GNG_7,,left,CV,acetylcholine
720575940638800437,afferent,ascending,AN,AN_AVLP,AN_AVLP_49,,left,CV,acetylcholine
720575940622160460,afferent,ascending,AN,AN_AVLP_PVLP,AN_AVLP_PVLP_3,,left,CV,gaba
720575940631672268,afferent,ascending,AN,AN_multi,AN_multi_50,,left,CV,gaba
720575940622488103,afferent,ascending,AN,AN_GNG,AN_GNG_167,,left,CV,acetylcholine
720575940622577300,afferent,ascending,AN,AN_GNG,AN_GNG_166,,left,CV,acetylcholine
720575940628422139,afferent,ascending,AN,AN_GNG,AN_GNG_18,,left,CV,acetylcholine
720575940622756536,afferent,ascending,AN,AN_GNG,AN_GNG_69,,left,CV,gaba
720575940617076052,afferent,ascending,AN,AN_AVLP,AN_AVLP_47,,left,CV,acetylcholine
720575940618208310,afferent,ascending,AN,AN_GNG,AN_GNG_63,,left,CV,gaba
720575940637635429,afferent,ascending,AN,AN_multi,AN_multi_36,,left,CV,acetylcholine
720575940638250293,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_10,,left,CV,acetylcholine
720575940650924022,afferent,ascending,AN,AN_GNG,AN_GNG_175,,left,CV,acetylcholine
720575940622904094,afferent,ascending,AN,AN_GNG,AN_GNG_92,,left,CV,acetylcholine
720575940622915004,afferent,ascending,AN,AN_GNG,AN_GNG_97,,left,CV,acetylcholine
720575940618647768,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_19,,left,CV,acetylcholine
720575940613524973,afferent,ascending,AN,AN_multi,AN_multi_70,,left,CV,acetylcholine
720575940630174033,afferent,ascending,AN,AN_AVLP,AN_AVLP_28,,left,CV,acetylcholine
720575940622951757,afferent,ascending,AN,,,,right,CV,acetylcholine
720575940622303446,afferent,ascending,AN,AN_multi,AN_multi_14,,left,CV,acetylcholine
720575940627963947,afferent,ascending,AN,AN_GNG,AN_GNG_159,,left,CV,acetylcholine
720575940623078221,afferent,ascending,AN,AN_GNG,AN_GNG_184,,left,CV,acetylcholine
720575940628591567,afferent,ascending,AN,,,,left,CV,serotonin
720575940611813362,afferent,ascending,AN,AN_GNG,AN_GNG_10,,left,CV,acetylcholine
720575940623315856,afferent,ascending,AN,AN_GNG,AN_GNG_128,,left,CV,gaba
720575940623426192,afferent,ascending,AN,AN_GNG,AN_GNG_167,,left,CV,acetylcholine
720575940623538884,afferent,ascending,AN,,,,left,CV,acetylcholine
720575940612775130,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_17,,left,CV,acetylcholine
720575940635754853,afferent,ascending,AN,AN_multi,AN_multi_55,,left,CV,acetylcholine
720575940628114684,afferent,ascending,AN,AN_GNG,AN_GNG_68,,left,CV,gaba
720575940637160937,afferent,ascending,AN,AN_GNG,AN_GNG_91,,left,CV,acetylcholine
720575940619266183,afferent,ascending,AN,AN_GNG_FLA,AN_GNG_AVLP_2,,left,CV,glutamate
720575940623804260,afferent,ascending,AN,AN_GNG,AN_GNG_47,,left,CV,acetylcholine
720575940608276949,afferent,ascending,AN,AN_AVLP,AN_AVLP_27,,left,CV,acetylcholine
720575940627064420,afferent,ascending,AN,AN_AVLP,AN_AVLP_18,,left,CV,acetylcholine
720575940630461302,afferent,ascending,AN,AN_GNG,AN_GNG_148,,left,CV,acetylcholine
720575940610610990,afferent,ascending,AN,AN_multi,AN_multi_56,,left,CV,acetylcholine
720575940626651691,afferent,ascending,AN,AN_AVLP,AN_AVLP_11,,left,CV,acetylcholine
720575940624310601,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940633432568,afferent,ascending,AN,AN_GNG,AN_GNG_94,,left,CV,acetylcholine
720575940615926796,afferent,ascending,AN,AN_GNG,AN_GNG_72,,left,CV,glutamate
720575940637629016,afferent,ascending,AN,AN_AVLP,AN_AVLP_45,,left,CV,acetylcholine
720575940620887536,afferent,ascending,AN,AN_AVLP_PVLP,AN_AVLP_PVLP_2,,left,CV,acetylcholine
720575940624912535,afferent,ascending,AN,AN_GNG,AN_GNG_45,,left,CV,acetylcholine
720575940624933765,afferent,ascending,AN,AN_GNG,AN_GNG_165,,left,CV,acetylcholine
720575940609025092,afferent,ascending,AN,AN_AVLP,AN_AVLP_51,,left,CV,acetylcholine
720575940620192677,afferent,ascending,AN,AN_AVLP_PVLP,AN_AVLP_PVLP_7,,left,CV,acetylcholine
720575940608073602,afferent,ascending,AN,,,,left,CV,acetylcholine
720575940637993542,afferent,ascending,AN,AN_multi,AN_multi_20,,left,CV,acetylcholine
720575940626985220,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_2,,left,CV,gaba
720575940627283475,afferent,ascending,AN,AN_GNG,AN_GNG_149,,left,CV,acetylcholine
720575940635620709,afferent,ascending,AN,AN_multi,AN_multi_51,,left,CV,acetylcholine
